Age, Income , LoanAmount, CreditScore, EmploymentYears, ExistingLoans, MonthlyDebt, LoanTerm, PreviousDefault, HomeOwnership, Default
 33,  668004,     634197,         643,              11,             1,           0,       36, No             , Rent         ,       0
 38,  401482,      95685,         572,               7,             4,       28530,       60, No             , Rent         ,       0
 50,  730670,     341469,         711,              17,             3,       24408,       60, No             , Mortgage     ,       0
 29,  518739,      50000,         496,               5,             2,        9151,       48, No             , Mortgage     ,       0
 52, 1355111,     529132,         638,              11,             4,       22424,       60, No             , Rent         ,       0
 45,  461184,     711900,         767,              23,             5,       40937,       48, Yes            , Rent         ,       0
 36,  366608,     306583,         596,              18,             0,        3217,       60, No             , Rent         ,       0
 64,  988150,    1040287,         692,              26,             5,       43701,       48, No             , Mortgage     ,       0
 59,  890217,     599148,         662,              13,             2,       29885,       36, No             , Mortgage     ,       0
 48,  469551,     245733,         636,               8,             1,       16886,       60, No             , Rent         ,       0
 35,  497875,     114112,         643,              17,             3,       17163,       24, No             , Mortgage     ,       0
 53, 1268759,     960059,         791,              19,             5,       37913,       60, No             , Own          ,       0
 25, 1392192,     602708,         585,               7,             5,       24464,       60, No             , Own          ,       0
 52,  352837,    1040964,         842,               8,             0,       29430,       60, Yes            , Own          ,       1
 21,  726569,     464383,         674,               3,             2,       21537,       12, No             , Mortgage     ,       1
 49, 1117790,     951128,         635,              28,             5,       41432,       48, Yes            , Own          ,       1
 51,  929390,     637777,         698,               2,             3,       29201,       12, No             , Mortgage     ,       0
 46, 1112420,     935571,         850,              20,             1,           0,       12, Yes            , Own          ,       0
 48, 1224943,     467627,         568,               0,             0,       15977,       48, No             , Rent         ,       1
 22,  219842,     192914,         600,               4,             0,        5709,       60, No             , Own          ,       0
 60,  243797,     517423,         757,              28,             2,       25686,       48, Yes            , Rent         ,       0
 22,  442843,    1238598,         688,               0,             4,       24190,       48, No             , Own          ,       0
 33,  679239,     782633,         544,              10,             0,           0,       60, No             , Rent         ,       1
 36,  278928,     583306,         604,              18,             1,        7506,       48, No             , Mortgage     ,       1
 49,  467225,     506931,         619,               8,             2,       30913,       24, No             , Rent         ,       0
 60,  445741,    1321272,         743,               8,             4,       25833,       36, No             , Rent         ,       0
 25,  866504,     554473,         617,               0,             3,       31952,       24, No             , Rent         ,       0
 26,  735300,     607652,         850,               8,             4,       31960,       60, Yes            , Own          ,       1
 61,  756355,     447179,         788,              20,             0,        3806,       48, No             , Mortgage     ,       0
 60,  660608,     283598,         631,              16,             2,       22104,       36, No             , Rent         ,       1
 65,  327512,     584392,         607,               2,             5,       36683,       12, No             , Mortgage     ,       0
 52, 1257516,     752304,         850,              12,             3,       27496,       36, No             , Own          ,       0
 29,  799728,     521020,         689,              11,             1,       15342,       24, No             , Mortgage     ,       0
 56,  277939,     697257,         747,              30,             4,       46412,       36, No             , Own          ,       1
 23,  953219,     599110,         620,               1,             2,       11433,       60, No             , Mortgage     ,       0
 29,  956462,     293642,         591,              11,             1,       21890,       24, Yes            , Rent         ,       1
 56,  686438,      50000,         775,               8,             4,       25246,       48, No             , Mortgage     ,       0
 65,  961659,    1018875,         623,               5,             2,       10862,       84, No             , Mortgage     ,       0
 35,  224855,      50000,         808,              17,             4,       24831,       48, Yes            , Mortgage     ,       1
 33,  434575,     129218,         820,              15,             0,           0,       36, Yes            , Mortgage     ,       0
 38,  566851,     259030,         732,               5,             4,       24873,       48, No             , Rent         ,       0
 45,  792608,     546245,         751,              20,             5,       21165,       12, No             , Own          ,       0
 39,  855165,     815253,         742,              16,             0,        6632,       36, No             , Mortgage     ,       0
 57,  565747,     587802,         680,               0,             4,       14997,       48, No             , Rent         ,       0
 46, 1239239,     371897,         702,              26,             3,       30025,       60, Yes            , Mortgage     ,       1
 62,  312341,     340248,         692,               9,             5,       34113,       36, Yes            , Own          ,       1
 38,  429461,     422914,         699,               0,             3,       37626,       48, No             , Mortgage     ,       0
 28,  697291,     816717,         730,               4,             5,       40094,       60, No             , Own          ,       0
 48,  479201,     914104,         764,              26,             0,       18735,       36, No             , Rent         ,       0
 55,  619195,     426479,         599,              12,             0,       15134,       48, Yes            , Mortgage     ,       1
 22,  473980,     791447,         642,               4,             0,        4343,       24, No             , Own          ,       0
 22,  675649,     691354,         607,               4,             4,       37161,       48, Yes            , Mortgage     ,       0
 63, 1024032,     518165,         643,              15,             0,       10698,       36, No             , Mortgage     ,       0
 25,  592232,     622122,         704,               7,             4,       18829,       12, Yes            , Mortgage     ,       1
 39,  601779,    1065240,         776,              15,             5,       28759,       36, No             , Rent         ,       0
 26,  150000,     332525,         644,               8,             3,       28833,       12, No             , Mortgage     ,       0
 38,  362665,      50000,         724,              16,             2,       22995,       36, No             , Own          ,       0
 44,  892403,    1271735,         686,              11,             4,       29129,       60, No             , Own          ,       0
 50,  590600,     199872,         718,              13,             3,       15891,       24, No             , Mortgage     ,       0
 22,  681934,     263409,         736,               4,             2,       16541,       24, No             , Rent         ,       0
 62,  155161,     342828,         546,               5,             0,           0,       60, No             , Rent         ,       0
 63,  704811,     964111,         601,               7,             5,       38288,       60, No             , Own          ,       1
 42,  221815,      50000,         764,              18,             0,       11327,       24, Yes            , Mortgage     ,       0
 62,  150000,     529194,         672,               7,             1,       19830,       60, No             , Rent         ,       1
 65, 1126684,     834364,         632,              23,             4,       19184,       24, No             , Own          ,       0
 51,  727663,    1043665,         573,              15,             4,       24195,       36, No             , Mortgage     ,       1
 65,  670351,     303629,         475,              11,             2,       26641,       24, No             , Own          ,       1
 36,  395981,     368205,         693,              17,             3,       14654,       60, No             , Rent         ,       0
 56,  372551,     482498,         791,              10,             3,       30333,       60, Yes            , Mortgage     ,       0
 30,  797886,      55627,         525,              11,             3,       40371,       60, No             , Mortgage     ,       0
 62,  159862,     446461,         609,              23,             1,       13169,       60, No             , Rent         ,       0
 53,  493932,     434755,         811,              25,             3,       17363,       36, No             , Own          ,       0
 40, 1300254,     515234,         739,              20,             4,       25112,       48, Yes            , Rent         ,       0
 44,  651518,     457399,         709,              18,             2,        7673,       60, Yes            , Rent         ,       0
 55,  754776,     512281,         772,              18,             2,       24733,       36, Yes            , Mortgage     ,       0
 42,  698241,     752841,         742,               7,             3,       39211,       84, No             , Mortgage     ,       0
 28,  358730,     747816,         577,              10,             4,       46257,       60, Yes            , Mortgage     ,       1
 64, 1073081,     726126,         535,              15,             4,       45063,       36, No             , Mortgage     ,       1
 64, 1173936,      50000,         632,              24,             5,       42042,       36, No             , Mortgage     ,       0
 44, 1167616,     499841,         692,              14,             0,       23086,       24, No             , Rent         ,       0
 60,  634859,     354016,         737,               7,             2,       22825,       48, No             , Rent         ,       0
 44,  739341,     371143,         661,               9,             0,       12817,       36, No             , Mortgage     ,       0
 28,  617085,     705833,         597,              10,             2,       14107,       12, No             , Mortgage     ,       0
 26,  718390,    1009398,         698,               8,             4,       20859,       60, No             , Mortgage     ,       0
 41,  671561,     251980,         620,              16,             4,       24703,       36, No             , Mortgage     ,       0
 45,  371201,     522517,         720,              20,             5,       33361,       36, No             , Rent         ,       0
 30, 1249054,      50000,         621,              12,             4,       28820,       24, No             , Own          ,       0
 35,  651174,    1020249,         672,              17,             4,       32754,       36, Yes            , Rent         ,       1
 46,  623597,     982096,         538,              28,             3,       30508,       36, No             , Own          ,       0
 34,  356693,     831972,         650,              13,             0,       13090,       24, No             , Rent         ,       0
 21,  150000,     853344,         569,               3,             5,       37114,       36, No             , Rent         ,       1
 49,  863636,     338350,         827,               9,             5,       16968,       36, No             , Mortgage     ,       0
 38,  424394,      87414,         762,               8,             4,       22803,       36, No             , Rent         ,       0
 41,  451219,     364246,         795,               1,             1,       18061,       36, No             , Rent         ,       0
 47,  576114,     673551,         850,              23,             3,       14482,       36, No             , Rent         ,       0
 24,  365384,     822072,         707,               6,             3,       30158,       36, No             , Own          ,       0
 42,  894748,     340387,         850,              14,             3,       31579,       36, Yes            , Own          ,       0
 51,  769682,     433262,         686,              29,             4,       38022,       36, Yes            , Mortgage     ,       1
 26,  933598,     690094,         672,               8,             0,        4009,       36, No             , Own          ,       0
 53,  941846,     673911,         630,              20,             0,        5425,       60, No             , Rent         ,       0
 37,  995661,     107618,         638,               6,             1,       19911,       24, No             , Mortgage     ,       0
 36,  848492,     259968,         515,              18,             5,       28447,       36, No             , Mortgage     ,       0
 35,  843426,      50000,         839,               5,             1,       22846,       60, No             , Own          ,       0
 65,  229055,     428900,         738,               4,             4,       35833,       60, No             , Rent         ,       0
 26, 1070116,     168631,         545,               8,             4,       38490,       84, No             , Rent         ,       0
 51,  921894,     778893,         734,              14,             3,       29427,       48, No             , Own          ,       0
 26,  334358,     630091,         581,               8,             2,       31079,       36, No             , Rent         ,       1
 65, 1166172,     636401,         792,              29,             4,       35969,       48, No             , Mortgage     ,       0
 38,  382546,     746873,         601,              20,             1,           0,       60, Yes            , Mortgage     ,       0
 21,  918951,     556012,         713,               3,             3,       29708,       36, No             , Mortgage     ,       0
 46,  510393,     931698,         561,              28,             2,       20502,       12, No             , Mortgage     ,       1
 48,  329192,     116607,         755,               4,             3,       18818,       24, No             , Mortgage     ,       0
 42,  193915,      84521,         643,              24,             3,       30260,       48, No             , Rent         ,       0
 28, 1332766,     882164,         797,              10,             3,       21758,       60, No             , Own          ,       0
 50, 1221252,     474053,         648,               0,             2,       20149,       48, No             , Rent         ,       0
 38,  628894,    1077429,         618,               5,             3,       18690,       60, No             , Own          ,       0
 48,  560790,     132054,         670,              19,             1,       16847,       60, No             , Rent         ,       0
 65,  312172,     892547,         586,               3,             1,       23742,       84, No             , Rent         ,       1
 46,  150000,     241113,         600,              22,             4,       13262,       60, No             , Rent         ,       1
 28,  467356,     623409,         567,               7,             4,       34540,       60, Yes            , Mortgage     ,       1
 34,  775387,     441807,         702,              16,             1,       15203,       84, No             , Mortgage     ,       0
 54,  676226,     895031,         850,              24,             2,       18704,       24, No             , Mortgage     ,       0
 21,  704329,     453606,         823,               3,             2,       17290,       60, Yes            , Own          ,       0
 53,  446061,     834014,         725,              19,             2,       15115,       60, Yes            , Own          ,       1
 42,  657704,     548429,         700,              18,             2,       17257,       36, No             , Own          ,       0
 54,  880970,     658460,         501,              27,             2,       25573,       36, No             , Own          ,       0
 48,  644192,    1050436,         602,               0,             5,       37555,       36, No             , Mortgage     ,       1
 61,  787055,     276025,         458,              12,             0,        1809,       48, Yes            , Own          ,       1
 36,  667966,      62414,         709,               2,             5,       34658,       60, No             , Rent         ,       0
 64,  813120,     533659,         634,              30,             3,       27459,       36, No             , Mortgage     ,       0
 39,  542717,     407093,         789,               7,             1,       28845,       60, No             , Own          ,       0
 60,  923643,     626642,         692,               1,             1,       19424,       36, No             , Mortgage     ,       0
 39,  661747,     451732,         727,               8,             0,       20784,       24, No             , Rent         ,       0
 41,  607513,     400721,         618,              20,             1,       21451,       12, No             , Own          ,       0
 28,  348721,     483273,         610,              10,             0,           0,       24, Yes            , Mortgage     ,       0
 60,  617826,    1081583,         620,              17,             0,        8929,       12, Yes            , Own          ,       0
 40,  507135,    1137410,         568,              13,             0,           0,       60, No             , Mortgage     ,       0
 45,  984739,    1496943,         594,              16,             3,       21192,       60, No             , Own          ,       0
 35,  953185,     427379,         676,               6,             1,       17588,       36, No             , Own          ,       0
 21,  155991,     664543,         537,               3,             2,       18496,       36, Yes            , Rent         ,       1
 26,  902131,     415918,         733,               8,             3,       19690,       84, No             , Own          ,       0
 36,  411920,     749745,         606,              18,             2,        9969,       24, No             , Own          ,       0
 43,  694186,     614974,         740,              17,             2,       29127,       24, No             , Rent         ,       0
 31,  540109,     231524,         786,              13,             4,       31679,       60, No             , Own          ,       0
 35,  511416,     414749,         688,              10,             0,        2810,       36, Yes            , Own          ,       0
 44,  967053,     438201,         697,              26,             2,       13083,       24, No             , Rent         ,       0
 30,  272228,     815272,         746,               0,             0,       13778,       36, No             , Rent         ,       0
 42,  547749,     239185,         741,               9,             0,           0,       36, No             , Rent         ,       0
 41,  353263,     385492,         529,              18,             2,       14687,       48, No             , Mortgage     ,       0
 58,  762444,    1058412,         695,              14,             1,       23966,       36, No             , Own          ,       0
 27,  503553,      50000,         550,               5,             4,       50548,       24, No             , Rent         ,       0
 46, 1122462,     636269,         784,              11,             5,       31194,       36, Yes            , Mortgage     ,       0
 53,  648953,     636372,         572,              30,             5,       28643,       24, No             , Own          ,       1
 21,  427117,     368311,         695,               3,             3,       18756,       36, No             , Rent         ,       0
 38,  350526,     805256,         623,              20,             1,       25454,       36, No             , Mortgage     ,       1
